id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm375883,Klaus,MOVIE,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019,PG,96,"['fantasy', 'comedy', 'family', 'animation', 'european']",['ES'],,tt4729430,8.1,143737.0,20.85,8.3
ts113637,The Alcàsser Murders,SHOW,True crime documentary examining one of the most controversial crimes in Spanish history.,2019,TV-MA,61,"['documentation', 'crime']",['ES'],1.0,tt8035424,7.1,2127.0,7.573,7.4
ts255926,Dash & Lily,SHOW,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,TV-14,25,"['drama', 'comedy', 'romance']",['US'],1.0,tt1758589,7.5,16978.0,16.738,8.2
ts76159,Super Monsters,SHOW,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2017,TV-Y,13,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,tt10370958,6.2,417.0,8.924,7.6
tm34846,Bleach the Movie: Fade to Black,MOVIE,"A mysterious reiatsu (spiritual particle) explosion occurs in the center of Seireitei in Soul Society, causing it to be destroyed. At the exact same time, a major change overwhelms Kuchiki Rukia, which leaves her losing something important inside. Urahara Kisuke sends Kurosaki Ichigo to Soul Society to investigate the disturbance. Upon reaching Seireitei, Ichigo is attacked by his ally shinigamis.",2008,PG-13,94,"['fantasy', 'action', 'drama', 'animation']",['JP'],,tt1339302,7.1,2207.0,40.732,7.0
tm1107848,Making Malinche: A Documentary by Nacho Cano,MOVIE,Join the creative process behind Nacho Cano’s new musical based on the love story of Malinche and Hernán Cortés and the merging of their two worlds.,2021,,89,"['documentation', 'music']",[],,tt15478968,5.1,34.0,1.557,
tm437221,Charlie Says,MOVIE,"Three young women were sentenced to death in the infamous Manson murder case, but when the death penalty was lifted, their sentence became life imprisonment. One young graduate student was sent in to teach them - and through her we witness their transformations as they face the reality of their horrific crimes.",2019,R,104,"['drama', 'documentation', 'crime']",['US'],,tt1759744,5.9,4474.0,11.349,5.9
tm844497,The Irishman: In Conversation,MOVIE,"Martin Scorsese, Robert De Niro, Joe Pesci, and Al Pacino in conversation about The Irishman.",2019,,23,['documentation'],['US'],,,,,6.163,7.6
ts41527,Gypsy,SHOW,The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,2017,TV-MA,59,"['drama', 'thriller']",['US'],1.0,tt5503718,6.8,16229.0,13.857,6.4
tm160800,Chaos,MOVIE,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",2005,R,106,"['crime', 'drama', 'action', 'thriller', 'european']","['CA', 'GB', 'US']",,tt0402910,6.4,54900.0,17.029,6.3
tm873354,Si Doel the Movie 3,MOVIE,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",2020,,93,"['drama', 'romance']",[],,tt11469660,6.5,132.0,,
ts313781,The Club,SHOW,"The most unexpected people can become your chosen family in a place you never thought could be home. In 1950s Istanbul, amid political unrest, a Jewish mother seeks to reconnect with her daughter after being released from prison.",2021,TV-14,47,"['drama', 'comedy']",['TR'],2.0,tt13317582,7.9,7810.0,8.116,7.2
tm244149,The Irishman,MOVIE,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",2019,R,209,"['crime', 'drama', 'history', 'thriller']",['US'],,tt1302006,7.8,376379.0,21.075,7.6
ts90093,The Pentaverate,SHOW,"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",2022,TV-MA,26,['comedy'],['US'],1.0,tt10203880,6.1,8726.0,8.239,5.9
tm243326,Anon,MOVIE,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",2018,R,100,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']","['US', 'GB']",,tt5419536,6.1,42608.0,21.915,5.919
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",1998,G,75,"['comedy', 'documentation']",['US'],,tt0500140,7.9,5879.0,5.822,7.6
tm318641,Justice,MOVIE,A U.S. Marshal seeking justice for his brother's murder defends a small town from a corrupt Mayor and his henchmen with intents to revive the civil war.,2017,R,99,"['western', 'drama', 'action', 'european']",['US'],,tt5143890,4.0,1237.0,5.604,5.8
tm461159,Trouble,MOVIE,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,2019,,88,"['action', 'family', 'comedy', 'music', 'animation']",['CA'],,tt6772524,5.8,3281.0,17.173,6.7
ts321918,Human Resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27,"['animation', 'comedy', 'romance']",['US'],1.0,tt11092142,7.2,5579.0,21.344,6.5
tm503508,Earthquake Bird,MOVIE,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",2019,R,107,"['romance', 'thriller', 'crime', 'drama']","['GB', 'JP']",,tt8178486,5.9,14519.0,10.326,5.9
tm366143,Maktub,MOVIE,"Steve & Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and become flesh and blood angels. They go on a journey of wish fulfilment for people who write requests on paper and put between the sacred stones of the Wailing Wall.",2017,PG-13,100,"['drama', 'comedy']",['IL'],,tt7252000,7.3,2743.0,3.088,7.2
tm309903,The Little Vampire 3D,MOVIE,"Based on the characters from the bestselling novels by Angela Sommer-Bodenburg, tells the story of Rudolph, a thirteen year old vampire, whose clan is threatened by a notorious vampire hunter. He meets Tony, a mortal of the same age, who is fascinated by old castles, graveyards and - vampires. Tony helps Rudolph in an action and humor packed battle against their adversaries, together they save Rudolph's family and become friends.",2017,,83,"['family', 'fantasy', 'comedy', 'animation', 'horror', 'european']","['DE', 'DK', 'NL', 'GB']",,tt4729560,5.4,1721.0,18.501,6.1
ts214579,Dino Girl Gauko,SHOW,A children's animation on a seemingly typical girl who turns into a ferocious dinosaur when she is angry.,2019,,9,"['fantasy', 'scifi', 'animation', 'comedy', 'family']",['JP'],2.0,tt10380814,6.9,71.0,5.127,9.0
tm298084,On Body and Soul,MOVIE,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",2017,,116,"['drama', 'romance', 'fantasy']",['HU'],,tt5607714,7.5,27504.0,7.285,7.2
tm814861,Noblemen,MOVIE,"A 15 year old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",2018,,108,['drama'],['IN'],,tt6514218,5.6,300.0,1.706,6.0
tm24110,Strange Voices,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,,100,['drama'],['US'],,tt0094052,6.3,360.0,2.76,6.8
tm91952,Mean Girls,MOVIE,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,PG-13,97,['comedy'],"['CA', 'US']",,tt0377092,7.1,375975.0,57.235,7.2
ts79679,The Yard,SHOW,"After a fateful domestic clash, a devoted mother finds herself in prison and fighting to survive in hopes of reuniting with her daughter.",2018,TV-MA,108,"['drama', 'crime']",['TR'],3.0,tt7923832,7.1,1647.0,21.505,7.5
tm1161223,Cat Burglar,MOVIE,"In this edgy, over-the-top, interactive trivia toon, answer correctly to help Rowdy the Cat evade Peanut the Security Pup to steal some prized paintings.",2022,PG-13,12,"['animation', 'comedy']","['IE', 'GB']",,tt17321170,6.9,,2.472,5.9
ts80523,Aggretsuko,SHOW,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",2018,TV-14,17,"['animation', 'comedy', 'romance', 'drama', 'music']",['JP'],4.0,tt8019444,8.0,6195.0,13.244,7.2
tm244635,The Blind Christ,MOVIE,Michael is an inhabitant of a remote village in the Chilean desert. But not any inhabitant. He is Christ.,2016,R,95,['drama'],"['FR', 'CL']",,tt4778424,5.8,275.0,6.235,4.9
ts81583,Life,SHOW,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",2018,,65,"['drama', 'thriller']",['KR'],1.0,tt8243158,7.6,719.0,6.26,8.0
tm174256,Red Riding Hood,MOVIE,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011,PG-13,100,"['fantasy', 'thriller', 'horror', 'drama', 'romance']","['CA', 'US']",,tt1486185,5.4,112015.0,24.404,6.0
tm1093099,Love Hard,MOVIE,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",2021,,104,"['romance', 'comedy']",['US'],,tt10752004,6.3,49784.0,24.112,7.1
tm96595,Lakshya,MOVIE,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",2004,G,186,"['war', 'action', 'drama', 'romance']",['IN'],,tt0323013,7.8,23262.0,7.299,6.6
tm25029,Eternal Summer,MOVIE,Three high school students experience the perks and pitfalls of love in director Leste Chen’s sensitive tale of friendship and yearning.,2006,,96,"['romance', 'drama']",['TW'],,tt0885520,7.0,2706.0,5.577,5.5
ts218802,The Family,SHOW,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",2019,TV-14,50,"['documentation', 'sport', 'reality']",['US'],1.0,tt11056808,6.4,3491.0,6.904,6.9
tm244868,The Flower of Aleppo,MOVIE,"Salma is a 37 years old paramedic nurse working in private and public hospitals in Tunisia. When her only son, Murad, go to Syria to join the terrorist movement Al-Nusra Front, Salma infiltrate the jihadists with the aim to bring her son back to Tunisia.",2016,,100,"['drama', 'action', 'war']",['TN'],,tt5448246,5.4,128.0,1.4,6.2
ts57080,Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,"['action', 'animation', 'family', 'western', 'comedy', 'drama', 'documentation']",['US'],11.0,tt10687624,6.4,1012.0,15.689,8.3
tm432838,Black Is Beltza,MOVIE,"New York City, October 10, 1965. A group of wooden giant figures from Pamplona, representing Basque culture and traditions, parade down the street; but the local authorities have not allowed the appearance of all of them: due to the racial prejudices that persist in many sectors of society, the participation of two black giants has been banned.",2018,,88,"['thriller', 'animation', 'drama']",['ES'],,tt8512986,5.8,301.0,3.958,6.4
tm430660,Munafik 2,MOVIE,"Ustaz Adam has to help a friend whose village is corrupted by a group of misguided religionists lead by a sinister sorcerer. To make matter worse, Adam himself is also being mysteriously haunted by evil apparitions that keeps disturbing him from time to time.",2018,,104,['horror'],['MY'],,tt7059506,5.5,1685.0,3.906,5.7
ts287149,Hype House,SHOW,"From humble beginnings to overnight fame, these are the stories of the most popular personalities on social media as they come into their own, fall in love and tackle new chapters in their lives.",2022,TV-14,32,['reality'],['US'],1.0,tt15257704,2.1,2915.0,3.204,5.8
ts110635,Luna Nera,SHOW,A group of women are suspected of witchcraft in 17th century Italy.,2020,TV-MA,45,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],1.0,tt8403622,5.9,2996.0,17.252,7.7
tm1075215,Aftermath,MOVIE,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",2021,,114,"['horror', 'thriller', 'drama']",['US'],,tt10691162,5.3,15646.0,46.058,6.4
tm478967,Until Midnight,MOVIE,"When Salem, A newly wed man returns home, He finds an unexpected visitor with sinister intentions.",2018,R,78,"['thriller', 'drama']",['AE'],,tt7741602,6.9,717.0,1.253,
tm349529,Cuba and the Cameraman,MOVIE,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,2017,,113,['documentation'],"['CU', 'US']",,tt7320560,8.2,4859.0,7.012,7.7
ts270807,"Hello, Me!",SHOW,"Miserable and unsuccessful, a woman thinks she's lost all her spark — until one day, her spunky younger self appears in front of her demanding change.",2021,,62,"['comedy', 'drama', 'scifi', 'fantasy', 'romance']",['KR'],1.0,tt13670090,7.2,582.0,8.511,7.5
tm240007,Sniper: Ghost Shooter,MOVIE,"Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",2016,R,100,"['action', 'drama', 'war']",['US'],,,,,24.331,6.6
ts357930,Indian Predator: The Butcher of Delhi,SHOW,A series of mutilated bodies and taunting notes left outside a Delhi jail sends police hunting for a seasoned killer with a grudge against the system.,2022,TV-MA,43,"['documentation', 'crime']",['IN'],1.0,,,,22.238,5.7
ts52988,Captive,SHOW,"Documentary series reconstructing history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",2016,,63,"['documentation', 'drama', 'european']",['US'],1.0,tt6246500,6.8,742.0,4.18,6.8
ts86296,Sunderland 'Til I Die,SHOW,This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,2018,TV-MA,41,"['documentation', 'sport']",['GB'],2.0,tt8914684,8.1,8113.0,5.099,8.0
tm1002408,Biking Borders - eine etwas andere Reise,MOVIE,"Best friends Max and Nono bike from Berlin to Beijing, collecting donations to build a school for a unique fundraising adventure in this documentary.",2021,,89,['documentation'],['DE'],,tt11188850,7.7,933.0,1.129,7.3
tm326773,Sunday's Illness,MOVIE,"Annabel is a successful businesswoman with a wealthy husband. At a reception in her villa she meets a woman, a member of the catering staff who has been hired for the evening. This woman is none other than her own daughter Chiara, whom she had left over thirty years ago. Chiara was just eight years old at the time. She now approaches her mother with an unusual request: to spend ten days together with her.",2018,PG-13,113,"['drama', 'european']",['ES'],,tt6053948,6.9,3570.0,6.859,6.7
tm342996,Duniya,MOVIE,"Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra, Jugal Kishore Ahuja, and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch helplessly as his wife is killed. Years later, Mohan Kumar is released from prison, his only goal in life is to avenge his humiliation and wrongful arrest at the hands of the trio. With the help of Dinesh Verma, he establishes himself again, and starts the process of bringing death and destruction to the trio. The trio are well aware of his presence, and decide to send one of their men, Ravi, to spy on him. Ravi falls in love with Verma's daughter, Roma, and decides to change sides to help Verma and Mohan, but Mohan will not have anything to do with Ravi, and asks him to leave. Ravi then becomes a target by the trio and their men, and has to save himself, and the only way he can redeem himself is by turning the tables over Mohan, who is none other than his own father.Duniya",1984,,170,"['action', 'drama']",['IN'],,tt0301231,6.3,245.0,1.394,
ts78324,Pinky Malinky,SHOW,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],3.0,tt5621544,5.5,1015.0,7.955,4.5
ts56261,Castlevania,SHOW,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",2017,TV-MA,26,"['animation', 'drama', 'fantasy', 'horror', 'action']",['US'],4.0,tt6517102,8.3,62722.0,50.499,8.3
ts82739,Women of the Night,SHOW,"Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the city’s underworld of sex and drugs.",2019,TV-MA,47,"['drama', 'crime']","['NL', 'BE']",2.0,tt7785420,6.3,879.0,7.418,6.8
tm994923,"Our Lady of San Juan, Four Centuries of Miracles",MOVIE,Mexican feature film,2021,,122,"['drama', 'history']",['MX'],,tt10038660,6.2,82.0,8.236,7.8
ts57327,The Witcher,SHOW,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019,TV-MA,58,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2.0,tt5180504,8.2,472202.0,101.869,8.244
tm184511,Inkaar,MOVIE,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",2013,R,133,"['drama', 'romance', 'thriller']",['IN'],,tt2094854,6.1,2586.0,2.882,5.6
ts83663,A Taiwanese Tale of Two Cities,SHOW,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",2018,,69,['drama'],['TW'],2.0,tt8893498,6.1,159.0,1.4,8.0
ts304058,Ganglands,SHOW,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1.0,tt13278100,7.0,2553.0,39.002,7.3
tm143642,Who Am I,MOVIE,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",2014,,105,"['thriller', 'european', 'scifi', 'crime', 'drama']",['DE'],,tt4426376,7.5,55044.0,26.737,7.7
tm858287,Jersey,MOVIE,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",2022,,175,"['drama', 'sport', 'romance']",['IN'],,tt5301942,7.3,10878.0,68.203,7.2
ts55581,The Bride of Habaek,SHOW,"Yoon So Ah is a pragmatic neuropsychiatrist who carries a tremendous financial burden to run her own practice. Her family has been tasked with serving Ha Baek, a reincarnated water god, for many generations, and So Ah is forced to do the same. Ha Baek starts to develop feelings for So Ah, but he has competition for her heart from Hoo Ye, the CEO of a resort company, who clashes with So Ah over a piece of land but then falls in love with her. Can a relationship between a mortal female and a god have a future?",2017,TV-14,67,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt6385752,6.9,2819.0,60.517,7.3
ts81884,Bodyguard,SHOW,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,2018,TV-MA,60,"['war', 'drama', 'thriller', 'crime', 'european']",['GB'],2.0,tt7493974,8.1,118124.0,19.085,7.9
tm411313,Forgive Us Our Debts,MOVIE,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.",2018,,104,"['drama', 'european']","['PL', 'CH', 'AL', 'IT']",,tt6679412,6.2,1604.0,5.855,6.1
tm943808,Guillermo Vilas: Settling the Score,MOVIE,"For more than forty years, Argentinean sportsman Guillermo Vilas, a tennis legend, has tirelessly demanded that the official rankings (1973-78) be revised in order to finally be recognized as the best player in the world. Eduardo Puppo, a sports journalist, making Vilas' demand his own, fought for more than ten years against a powerful sports corporation to prove that Vilas was indeed unfairly displaced from the top of world tennis.",2020,,94,"['documentation', 'sport']",['AR'],,tt13150564,7.1,655.0,1.754,8.1
tm839479,Fan Girl,MOVIE,A starstruck girl sneaks into an actor’s house and discovers a horrifying truth about her idol.,2020,,100,['drama'],['PH'],,tt11091664,6.6,382.0,2.273,7.6
ts30356,Octonauts,SHOW,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],7.0,tt1710177,7.6,1083.0,40.327,7.4
tm26897,Quantum of Solace,MOVIE,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6,444241.0,31.298,6.304
tm182580,Ghadi,MOVIE,"Leba is a music instructor who lives in a small Lebanese town. Social pressure leads him to get married and have children. Lara, his beloved wife, births a girl, later other one and finally Ghadi, a boy with special needs related with Down Syndrome. Ghadi could have been a burden, but he is a cause of pride and joy for all of them —but a test too that proves the intolerance of other people.",2013,PG-13,100,"['drama', 'family', 'comedy']",['LB'],,tt2552296,7.3,1128.0,2.793,6.5
ts309235,Christmas Flow,SHOW,An unlikely Christmas romance blossoms between a famous rapper and a tenacious journalist. But can they make it work despite their differences?,2021,TV-MA,50,"['romance', 'comedy', 'music']",['FR'],1.0,tt15340790,5.7,728.0,7.289,6.9
tm1185421,David Spade: Nothing Personal,MOVIE,"David Spade riffs on the humiliations of doctor visits, lemur season in paradise, falling for clickbait and the one selfie he can never get right.",2022,,66,"['comedy', 'documentation']",[],,tt18955474,5.8,697.0,2.527,5.7
tm457410,Money Trap,MOVIE,"Asim Noyan swindles people with his lies and games. Asim Noyan and his gang, who no one else has been able to catch, get into a ruse again.",2019,,121,"['action', 'comedy', 'crime', 'drama']",['TR'],,tt8442644,6.0,14565.0,9.695,5.6
tm186461,No Direction Home: Bob Dylan,MOVIE,"A chronicle of Bob Dylan's strange evolution between 1961 and 1966 from folk singer to protest singer to ""voice of a generation"" to rock star.",2005,G,208,"['documentation', 'music']","['GB', 'US', 'JP']",,,,,7.58,7.7
tm135083,Cairo Station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471.0,5.546,7.3
tm307283,Cargo,MOVIE,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",2017,,105,"['drama', 'thriller', 'scifi', 'horror']",['AU'],,tt3860916,6.3,43232.0,18.142,6.4
tm1087932,Prey,MOVIE,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021,,87,"['drama', 'thriller']",['DE'],,tt15198608,4.3,7360.0,48.888,4.6
tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.",2017,,108,"['documentation', 'music']",['US'],,tt7588850,7.5,448.0,4.214,7.4
ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US'],1.0,tt8989864,6.6,517.0,10.561,6.2
tm1065041,The Seven Deadly Sins: Cursed by Light,MOVIE,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",2021,PG-13,79,"['animation', 'fantasy', 'action']",['JP'],,tt13884144,6.4,970.0,470.787,7.9
ts38199,The Magicians,SHOW,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,tt4254242,7.6,50193.0,41.602,7.7
tm52815,Disco Dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,,106,"['drama', 'romance']",['IN'],,tt0208903,6.4,1476.0,7.879,5.3
tm1108621,Yara,MOVIE,"The murder of 13-year-old Yara Gambirasio shocks the little town of Brembate di Sopra, Italy. To bring the culprit to justice, prosecutor Letizia Ruggeri has only a bit of DNA without a database to compare it to. Based on a true story.",2021,,96,"['drama', 'thriller', 'crime']",['IT'],,tt15655276,6.2,4205.0,21.629,6.3
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,"Prof. Dhoomketu is trying to build a new machine based on how a volcano works. Dholu and Bholu mess around which gives Kalia a new 'smoking' hairdo. As Bheem and Chutki try to restore the machine, Indumati arrives in with Bheem's Samurai friend Sam. Jack relates that his entire clan in Iga, Japan is under threat from an unseen enemy. The youngsters of his village are disappearing at an alarming rate and efforts to trace them are coming to naught. Further, their king has been threatened by the cruel Emperor Hidoi Shin. The samurai of Sam's village are loyal to the king and lead his army but the disappearance of the good fighters has now put them at a disadvantage. Sam's grandfather talks about the lurking of a secret shadow but time is running out. Bheem and gang travel to Japan with Jack to save his clan and solve the Shinobi secret.",2013,G,63,['animation'],['IN'],,tt6417830,8.6,6.0,,
tm845489,His House,MOVIE,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",2020,,93,"['thriller', 'drama', 'horror']",['GB'],,tt8508734,6.5,39988.0,27.065,6.5
tm332500,Finally Found Someone,MOVIE,"Aprilyn who is left by his groom on the day of their wedding becomes viral online. Devastated, she meets Raffy who works at a PR agency hired by the father of the groom who will help her move on.",2017,,118,"['comedy', 'romance']",['PH'],,tt7151438,5.7,233.0,4.359,6.2
ts297065,Tattoo Redo,SHOW,"Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",2021,TV-MA,28,['reality'],['US'],1.0,tt14956090,5.9,702.0,3.722,5.6
ts105441,Greatest Events of WWII in Colour,SHOW,A series of colorized archive footage of important events during World War II.,2019,,50,"['documentation', 'history', 'war']",['GB'],1.0,tt9103932,8.7,8622.0,7.929,8.6
